gene_id	GeneSymbol	Chromosome	Strand	Class
CG1674	CG1674	dm6_chr4:231850-245903	+	
CG1674	CG1674	dm6_chr4:231426-241318	+	
CG1674	CG1674	dm6_chr4:231426-245903	+	
CG1674	CG1674	dm6_chr4:231426-245903	+	
CG1674	CG1674	dm6_chr4:231426-245903	+	
CG1674	CG1674	dm6_chr4:231426-245903	+	
CG1674	CG1674	dm6_chr4:231426-245903	+	
CG1674	CG1674	dm6_chr4:231426-245903	+	
CG1674	CG1674	dm6_chr4:231426-245903	+	
CG1674	CG1674	dm6_chr4:230730-245903	+	
asRNA:CR46065	asRNA:CR46065	dm6_chr4:228576-229112	-	
yellow-h	yellow-h	dm6_chr4:227922-230428	+	
CR46405	CR46405	dm6_chr4:215957-216263	+	
CG31999	CG31999	dm6_chr4:215009-225956	-	
CG31999	CG31999	dm6_chr4:215009-227748	-	
Crk	Crk	dm6_chr4:210224-213165	+	
Crk	Crk	dm6_chr4:210224-213165	+	
Crk	Crk	dm6_chr4:210224-213165	+	
Crk	Crk	dm6_chr4:210224-213165	+	
Crk	Crk	dm6_chr4:210224-213165	+	
Crk	Crk	dm6_chr4:210224-213165	+	
Crk	Crk	dm6_chr4:210224-213165	+	
CG31998	CG31998	dm6_chr4:197692-205945	-	
CG31998	CG31998	dm6_chr4:196675-205945	-	
lncRNA:CR44441	lncRNA:CR44441	dm6_chr4:194732-195900	+	
ABCD	ABCD	dm6_chr4:184225-189587	-	
ABCD	ABCD	dm6_chr4:184225-193489	-	
ABCD	ABCD	dm6_chr4:184225-193489	-	
ABCD	ABCD	dm6_chr4:184225-193829	-	
ABCD	ABCD	dm6_chr4:184225-193829	-	
ABCD	ABCD	dm6_chr4:184076-193829	-	
lncRNA:CR46488	lncRNA:CR46488	dm6_chr4:181226-181839	-	
lncRNA:CR46488	lncRNA:CR46488	dm6_chr4:180529-182098	-	
Arl4	Arl4	dm6_chr4:177438-179389	-	
Arl4	Arl4	dm6_chr4:177438-179389	-	
Arl4	Arl4	dm6_chr4:177348-179389	-	
asRNA:CR45198	asRNA:CR45198	dm6_chr4:175455-175874	+	
CG33978	CG33978	dm6_chr4:166545-175140	-	
CG33978	CG33978	dm6_chr4:166545-175639	-	
CG33978	CG33978	dm6_chr4:157575-175140	-	
CG33978	CG33978	dm6_chr4:157575-175140	-	
CG33978	CG33978	dm6_chr4:157575-175639	-	
CG31997	CG31997	dm6_chr4:154717-156060	-	
CG31997	CG31997	dm6_chr4:154654-156060	-	
CG32006	CG32006	dm6_chr4:150764-153538	+	
lncRNA:CR43956	lncRNA:CR43956	dm6_chr4:132674-132874	-	
anne	anne	dm6_chr4:136272-140083	+	
anne	anne	dm6_chr4:136272-143123	+	
anne	anne	dm6_chr4:136272-143123	+	
anne	anne	dm6_chr4:134766-143123	+	
anne	anne	dm6_chr4:132220-140083	+	
anne	anne	dm6_chr4:132220-140083	+	
anne	anne	dm6_chr4:132220-140083	+	
anne	anne	dm6_chr4:132220-143123	+	
anne	anne	dm6_chr4:132220-143123	+	
Ank	Ank	dm6_chr4:116389-129452	-	
Ank	Ank	dm6_chr4:116389-129754	-	
Ank	Ank	dm6_chr4:116389-129754	-	
Ank	Ank	dm6_chr4:115074-129849	-	
pan	pan	dm6_chr4:90355-110059	+	
pan	pan	dm6_chr4:70405-110059	+	
pan	pan	dm6_chr4:69653-110059	+	
pan	pan	dm6_chr4:69653-114270	+	
pan	pan	dm6_chr4:69326-101419	+	
pan	pan	dm6_chr4:69326-108694	+	
pan	pan	dm6_chr4:69326-108694	+	
pan	pan	dm6_chr4:69326-109770	+	
pan	pan	dm6_chr4:69326-110059	+	
snoRNA:CD-24	snoRNA:CD-24	dm6_chr4:65577-65645	-	
RpS3A	RpS3A	dm6_chr4:66197-67207	-	
RpS3A	RpS3A	dm6_chr4:66197-67207	-	
RpS3A	RpS3A	dm6_chr4:65225-67207	-	
asRNA:CR43957	asRNA:CR43957	dm6_chr4:56497-60974	+	
asRNA:CR43957	asRNA:CR43957	dm6_chr4:56497-63124	+	
ci	ci	dm6_chr4:47710-56331	-	
ci	ci	dm6_chr4:47710-56331	-	
ci	ci	dm6_chr4:47710-57041	-	
lncRNA:CR44440	lncRNA:CR44440	dm6_chr4:44774-46074	+	
asRNA:CR45124	asRNA:CR45124	dm6_chr4:42774-43374	+	
PlexB	PlexB	dm6_chr4:32812-43778	-	
PlexB	PlexB	dm6_chr4:32478-43778	-	
CR32009	CR32009	dm6_chr4:27020-31633	-	
CR32010	CR32010	dm6_chr4:12640-25054	-	
CR32011	CR32011	dm6_chr4:5829-11765	-	
JYalpha	JYalpha	dm6_chr4:879-5039	+	
Map205	Map205	dm6_chr3R:32057016-32068441	-	
Map205	Map205	dm6_chr3R:32056592-32068441	-	
Map205	Map205	dm6_chr3R:32055279-32068441	-	
mod	mod	dm6_chr3R:32052620-32054974	+	
mod	mod	dm6_chr3R:32052060-32054974	+	
krz	krz	dm6_chr3R:32048607-32051993	-	
krz	krz	dm6_chr3R:32045314-32051993	-	
CG2053	CG2053	dm6_chr3R:32038330-32039610	+	
CG2053	CG2053	dm6_chr3R:32038330-32039753	+	
CR46418	CR46418	dm6_chr3R:32023064-32023483	+	
lncRNA:CR45556	lncRNA:CR45556	dm6_chr3R:32012648-32013408	+	
CG2003	CG2003	dm6_chr3R:31986849-31990909	+	
CG2003	CG2003	dm6_chr3R:31986849-31990909	+	
CG2003	CG2003	dm6_chr3R:31978121-31990909	+	
heph	heph	dm6_chr3R:31851484-31935170	-	
heph	heph	dm6_chr3R:31851484-31985768	-	
heph	heph	dm6_chr3R:31851484-31985768	-	
heph	heph	dm6_chr3R:31851484-31985768	-	
heph	heph	dm6_chr3R:31851484-31993278	-	
heph	heph	dm6_chr3R:31851484-32015520	-	
heph	heph	dm6_chr3R:31851020-31935170	-	
heph	heph	dm6_chr3R:31851020-31937392	-	
heph	heph	dm6_chr3R:31851020-31937392	-	
heph	heph	dm6_chr3R:31851020-31980595	-	
heph	heph	dm6_chr3R:31851020-31981169	-	
heph	heph	dm6_chr3R:31851020-31981457	-	
heph	heph	dm6_chr3R:31851020-31981750	-	
heph	heph	dm6_chr3R:31851020-31985768	-	
heph	heph	dm6_chr3R:31851020-31985768	-	
heph	heph	dm6_chr3R:31851020-31985768	-	
heph	heph	dm6_chr3R:31851020-31985768	-	
heph	heph	dm6_chr3R:31851020-31985768	-	
heph	heph	dm6_chr3R:31851020-31985768	-	
heph	heph	dm6_chr3R:31851020-31985768	-	
heph	heph	dm6_chr3R:31850982-31985768	-	
heph	heph	dm6_chr3R:31850982-31985768	-	
heph	heph	dm6_chr3R:31850249-31985768	-	
heph	heph	dm6_chr3R:31846987-31937392	-	
heph	heph	dm6_chr3R:31846987-31985768	-	
RhoGAP100F	RhoGAP100F	dm6_chr3R:31828003-31845244	+	
RhoGAP100F	RhoGAP100F	dm6_chr3R:31825844-31845244	+	
RhoGAP100F	RhoGAP100F	dm6_chr3R:31825844-31845244	+	
RhoGAP100F	RhoGAP100F	dm6_chr3R:31825844-31846570	+	
RhoGAP100F	RhoGAP100F	dm6_chr3R:31813075-31837604	+	
RhoGAP100F	RhoGAP100F	dm6_chr3R:31812609-31845244	+	
RhoGAP100F	RhoGAP100F	dm6_chr3R:31812609-31846570	+	
RhoGAP100F	RhoGAP100F	dm6_chr3R:31812609-31846570	+	
FeCH	FeCH	dm6_chr3R:31810460-31812118	-	
FeCH	FeCH	dm6_chr3R:31810460-31812296	-	
FeCH	FeCH	dm6_chr3R:31810460-31812296	-	
Rift	Rift	dm6_chr3R:31806867-31810186	-	
CG1971	CG1971	dm6_chr3R:31805679-31806769	+	
CG1971	CG1971	dm6_chr3R:31805679-31806769	+	
CG1971	CG1971	dm6_chr3R:31805664-31806769	+	
CG1971	CG1971	dm6_chr3R:31805468-31806739	+	
Ir100a	Ir100a	dm6_chr3R:31800963-31802774	+	
CG42233	CG42233	dm6_chr3R:31799634-31805278	-	
Acf	Acf	dm6_chr3R:31793981-31799799	+	
Mccc1	Mccc1	dm6_chr3R:31790946-31793400	-	
Mccc1	Mccc1	dm6_chr3R:31790946-31793728	-	
Mccc1	Mccc1	dm6_chr3R:31790946-31793907	-	
Mccc1	Mccc1	dm6_chr3R:31790592-31793907	-	
faf	faf	dm6_chr3R:31777418-31790121	+	
faf	faf	dm6_chr3R:31777418-31790681	+	
faf	faf	dm6_chr3R:31777243-31790121	+	
faf	faf	dm6_chr3R:31777020-31788310	+	
faf	faf	dm6_chr3R:31777020-31790121	+	
faf	faf	dm6_chr3R:31777020-31790121	+	
faf	faf	dm6_chr3R:31777020-31790121	+	
CG2126	CG2126	dm6_chr3R:31775049-31776652	-	
CG2126	CG2126	dm6_chr3R:31775049-31776652	-	
sip3	sip3	dm6_chr3R:31772219-31774783	+	
sip3	sip3	dm6_chr3R:31772219-31775163	+	
betaGlu	betaGlu	dm6_chr3R:31769293-31771848	-	
asRNA:CR33945	asRNA:CR33945	dm6_chr3R:31767973-31769423	+	
lncRNA:CR43436	lncRNA:CR43436	dm6_chr3R:31767124-31767790	-	
CG2150	CG2150	dm6_chr3R:31763304-31764772	-	
Smvt	Smvt	dm6_chr3R:31759404-31761579	-	
lncRNA:CR44263	lncRNA:CR44263	dm6_chr3R:31758891-31759360	+	
lncRNA:CR44263	lncRNA:CR44263	dm6_chr3R:31758710-31759360	+	
CG2187	CG2187	dm6_chr3R:31755356-31758078	-	
CG2187	CG2187	dm6_chr3R:31755356-31758637	-	
mir-1014	mir-1014	dm6_chr3R:31753524-31753591	-	
salt	salt	dm6_chr3R:31751825-31754705	-	
salt	salt	dm6_chr3R:31751825-31754705	-	
CG1910	CG1910	dm6_chr3R:31748996-31751894	+	
CG1910	CG1910	dm6_chr3R:31748559-31751894	+	
CG1910	CG1910	dm6_chr3R:31747643-31751894	+	
nero	nero	dm6_chr3R:31746445-31747558	-	
awd	awd	dm6_chr3R:31745172-31745928	-	
awd	awd	dm6_chr3R:31745172-31745984	-	
awd	awd	dm6_chr3R:31745172-31746077	-	
CG1896	CG1896	dm6_chr3R:31744282-31745178	+	
CG1890	CG1890	dm6_chr3R:31743490-31744248	+	
eEF1alpha2	eEF1alpha2	dm6_chr3R:31739660-31743306	+	
eEF1alpha2	eEF1alpha2	dm6_chr3R:31739660-31743306	+	
eEF1alpha2	eEF1alpha2	dm6_chr3R:31738468-31743306	+	
eEF1alpha2	eEF1alpha2	dm6_chr3R:31738468-31743306	+	
CG11563	CG11563	dm6_chr3R:31737035-31737999	+	
CstF50	CstF50	dm6_chr3R:31735503-31736963	-	
ttk	ttk	dm6_chr3R:31726402-31732768	+	
ttk	ttk	dm6_chr3R:31726402-31735392	+	
ttk	ttk	dm6_chr3R:31725780-31732768	+	
ttk	ttk	dm6_chr3R:31725780-31735392	+	
ttk	ttk	dm6_chr3R:31724996-31732768	+	
ttk	ttk	dm6_chr3R:31724996-31735392	+	
ttk	ttk	dm6_chr3R:31713867-31732768	+	
ttk	ttk	dm6_chr3R:31713867-31735392	+	
lncRNA:CR34046	lncRNA:CR34046	dm6_chr3R:31709275-31709788	+	
CG42693	CG42693	dm6_chr3R:31707870-31708340	-	
lncRNA:CR45052	lncRNA:CR45052	dm6_chr3R:31704781-31705498	-	
lncRNA:CR45565	lncRNA:CR45565	dm6_chr3R:31689128-31689878	-	
lncRNA:CR45564	lncRNA:CR45564	dm6_chr3R:31687978-31688526	-	
lncRNA:CR44091	lncRNA:CR44091	dm6_chr3R:31680596-31681019	-	
CG11550	CG11550	dm6_chr3R:31678147-31679880	-	
CG1815	CG1815	dm6_chr3R:31669465-31677971	+	
CG1815	CG1815	dm6_chr3R:31669465-31677971	+	
kek6	kek6	dm6_chr3R:31622136-31664646	+	
kek6	kek6	dm6_chr3R:31622136-31664646	+	
pasha	pasha	dm6_chr3R:31618989-31621474	+	
pasha	pasha	dm6_chr3R:31618428-31622217	+	
pasha	pasha	dm6_chr3R:31617977-31621474	+	
CG1792	CG1792	dm6_chr3R:31616303-31617837	+	
CG11539	CG11539	dm6_chr3R:31615284-31616020	-	
CG11539	CG11539	dm6_chr3R:31615284-31616160	-	
Med	Med	dm6_chr3R:31611046-31615200	+	
Med	Med	dm6_chr3R:31611046-31615200	+	
Med	Med	dm6_chr3R:31611046-31615375	+	
CycG	CycG	dm6_chr3R:31598803-31609815	-	
CycG	CycG	dm6_chr3R:31598803-31610978	-	
CycG	CycG	dm6_chr3R:31598803-31610978	-	
CycG	CycG	dm6_chr3R:31598803-31612664	-	
CycG	CycG	dm6_chr3R:31596642-31610978	-	
RpL6	RpL6	dm6_chr3R:31594792-31596204	-	
RpL6	RpL6	dm6_chr3R:31594792-31596204	-	
CG1774	CG1774	dm6_chr3R:31592932-31594719	+	
CG1774	CG1774	dm6_chr3R:31592803-31594719	+	
CG1638	CG1638	dm6_chr3R:31590581-31592316	+	
CG1635	CG1635	dm6_chr3R:31588673-31590392	+	
asRNA:CR45190	asRNA:CR45190	dm6_chr3R:31588279-31590411	-	
rod	rod	dm6_chr3R:31580951-31588244	+	
pygo	pygo	dm6_chr3R:31575835-31580699	-	
gammaCOP	gammaCOP	dm6_chr3R:31572143-31575707	+	
gammaCOP	gammaCOP	dm6_chr3R:31572143-31575707	+	
gammaCOP	gammaCOP	dm6_chr3R:31572143-31575707	+	
gammaCOP	gammaCOP	dm6_chr3R:31572143-31575707	+	
lncRNA:CR46119	lncRNA:CR46119	dm6_chr3R:31570983-31571281	-	
lncRNA:CR46120	lncRNA:CR46120	dm6_chr3R:31568103-31569097	+	
nyo	nyo	dm6_chr3R:31543163-31566165	+	
nyo	nyo	dm6_chr3R:31543032-31566165	+	
lncRNA:CR45573	lncRNA:CR45573	dm6_chr3R:31519878-31523278	-	
mey	mey	dm6_chr3R:31499391-31506992	+	
mey	mey	dm6_chr3R:31499235-31506992	+	
lncRNA:CR45572	lncRNA:CR45572	dm6_chr3R:31491078-31492678	+	
lncRNA:CR45555	lncRNA:CR45555	dm6_chr3R:31473041-31473738	+	
lncRNA:CR45554	lncRNA:CR45554	dm6_chr3R:31469103-31469978	+	
CG11333	CG11333	dm6_chr3R:31463301-31464134	+	
CG11334	CG11334	dm6_chr3R:31459822-31462178	-	
CG11334	CG11334	dm6_chr3R:31459822-31462467	-	
CG11334	CG11334	dm6_chr3R:31459822-31463037	-	
Loxl1	Loxl1	dm6_chr3R:31458380-31459869	-	
Gprk2	Gprk2	dm6_chr3R:31405245-31456776	+	
Gprk2	Gprk2	dm6_chr3R:31405245-31457873	+	
PNPase	PNPase	dm6_chr3R:31401837-31404740	-	
PNPase	PNPase	dm6_chr3R:31401837-31404740	-	
PNPase	PNPase	dm6_chr3R:31401837-31405452	-	
PNPase	PNPase	dm6_chr3R:31401560-31404568	-	
Gcn2	Gcn2	dm6_chr3R:31395660-31401560	+	
Gcn2	Gcn2	dm6_chr3R:31395660-31401560	+	
Gcn2	Gcn2	dm6_chr3R:31395660-31402013	+	
Ugt35D1	Ugt35D1	dm6_chr3R:31393582-31395304	-	
CG31204	CG31204	dm6_chr3R:31391894-31393527	-	
CG1607	CG1607	dm6_chr3R:31384399-31391893	+	
CG1607	CG1607	dm6_chr3R:31384399-31391893	+	
CG1607	CG1607	dm6_chr3R:31382109-31391893	+	
CG1607	CG1607	dm6_chr3R:31382109-31391893	+	
gskt	gskt	dm6_chr3R:31372427-31374198	+	
lncRNA:CR46118	lncRNA:CR46118	dm6_chr3R:31345139-31345746	+	
CG34347	CG34347	dm6_chr3R:31311157-31371748	+	
CG34347	CG34347	dm6_chr3R:31311157-31371748	+	
CG34347	CG34347	dm6_chr3R:31311157-31371748	+	
CG34347	CG34347	dm6_chr3R:31311157-31371748	+	
pHCl-2	pHCl-2	dm6_chr3R:31302489-31305384	-	
pHCl-2	pHCl-2	dm6_chr3R:31300918-31305384	-	
ppk24	ppk24	dm6_chr3R:31265730-31268511	+	
CAH5	CAH5	dm6_chr3R:31262598-31263878	+	
CAH16	CAH16	dm6_chr3R:31260247-31261667	+	
CAH16	CAH16	dm6_chr3R:31260247-31261667	+	
CAH16	CAH16	dm6_chr3R:31260247-31261667	+	
CAH6	CAH6	dm6_chr3R:31257599-31260049	+	
spn-F	spn-F	dm6_chr3R:31255127-31256659	+	
spn-F	spn-F	dm6_chr3R:31255127-31256659	+	
CG1750	CG1750	dm6_chr3R:31253659-31254900	-	
mRpL32	mRpL32	dm6_chr3R:31252872-31253686	+	
qless	qless	dm6_chr3R:31236035-31252174	-	
qless	qless	dm6_chr3R:31236035-31252608	-	
CG15564	CG15564	dm6_chr3R:31232415-31235362	-	
CG15563	CG15563	dm6_chr3R:31231685-31232336	-	
CG12054	CG12054	dm6_chr3R:31224917-31229387	+	
CG12054	CG12054	dm6_chr3R:31220702-31228491	+	
CG12054	CG12054	dm6_chr3R:31220702-31229387	+	
CG12054	CG12054	dm6_chr3R:31220702-31231259	+	
mir-4949	mir-4949	dm6_chr3R:31219274-31219372	-	
RNaseP:RNA	RNaseP:RNA	dm6_chr3R:31217364-31217658	-	
RNaseP:RNA	RNaseP:RNA	dm6_chr3R:31217364-31217662	-	
ATPsynC	ATPsynC	dm6_chr3R:31216770-31219051	-	
ATPsynC	ATPsynC	dm6_chr3R:31216145-31218904	-	
ATPsynC	ATPsynC	dm6_chr3R:31216145-31219051	-	
ATPsynC	ATPsynC	dm6_chr3R:31216145-31219559	-	
ATPsynC	ATPsynC	dm6_chr3R:31216145-31219559	-	
ATPsynC	ATPsynC	dm6_chr3R:31216145-31219630	-	
CG15561	CG15561	dm6_chr3R:31214776-31215942	-	
CG1542	CG1542	dm6_chr3R:31213458-31214784	+	
Zwilch	Zwilch	dm6_chr3R:31210966-31213376	-	
chp	chp	dm6_chr3R:31204180-31210730	-	
chp	chp	dm6_chr3R:31204180-31210730	-	
chp	chp	dm6_chr3R:31204180-31210730	-	
chp	chp	dm6_chr3R:31204180-31210730	-	
chp	chp	dm6_chr3R:31204180-31210730	-	
CG1544	CG1544	dm6_chr3R:31196916-31203722	+	
bnk	bnk	dm6_chr3R:31193362-31194389	+	
mesh	mesh	dm6_chr3R:31179583-31195762	-	
mesh	mesh	dm6_chr3R:31179583-31195762	-	
mesh	mesh	dm6_chr3R:31179583-31195762	-	
mesh	mesh	dm6_chr3R:31178389-31195496	-	
mesh	mesh	dm6_chr3R:31178389-31195762	-	
stops	stops	dm6_chr3R:31158156-31168604	-	
stops	stops	dm6_chr3R:31158156-31169106	-	
stops	stops	dm6_chr3R:31158156-31169106	-	
Gycbeta100B	Gycbeta100B	dm6_chr3R:31134392-31178278	+	
lncRNA:CR43458	lncRNA:CR43458	dm6_chr3R:31132330-31133050	+	
lncRNA:CR43458	lncRNA:CR43458	dm6_chr3R:31132330-31133050	+	
lncRNA:CR46207	lncRNA:CR46207	dm6_chr3R:31131542-31132033	+	
CG15556	CG15556	dm6_chr3R:31127965-31130381	-	
CG15556	CG15556	dm6_chr3R:31127965-31130421	-	
CG15556	CG15556	dm6_chr3R:31127965-31130666	-	
CG15554	CG15554	dm6_chr3R:31126149-31127335	+	
Prosalpha3T	Prosalpha3T	dm6_chr3R:31122527-31123415	-	
CG11318	CG11318	dm6_chr3R:31106362-31109191	-	
CG15553	CG15553	dm6_chr3R:31098868-31101169	-	
CG11317	CG11317	dm6_chr3R:31090712-31097321	-	
CG11317	CG11317	dm6_chr3R:31090712-31097321	-	
Sox100B	Sox100B	dm6_chr3R:31065253-31083407	+	
dco	dco	dm6_chr3R:31055186-31060773	-	
dco	dco	dm6_chr3R:31055186-31061210	-	
dco	dco	dm6_chr3R:31055186-31061210	-	
dco	dco	dm6_chr3R:31055186-31061210	-	
dco	dco	dm6_chr3R:31054085-31061210	-	
Chchd3	Chchd3	dm6_chr3R:31052616-31053915	-	
mir-4948	mir-4948	dm6_chr3R:31051098-31051203	-	
Alp4	Alp4	dm6_chr3R:31049809-31052540	+	
Alp4	Alp4	dm6_chr3R:31048929-31052540	+	
CR46406	CR46406	dm6_chr3R:31045295-31045561	-	
CG33920	CG33920	dm6_chr3R:31044391-31045105	-	
CanA1	CanA1	dm6_chr3R:31039374-31046821	+	
CanA1	CanA1	dm6_chr3R:31039374-31046821	+	
CanA1	CanA1	dm6_chr3R:31039374-31046821	+	
CG33773	CG33773	dm6_chr3R:31035346-31036124	+	
lncRNA:CR46117	lncRNA:CR46117	dm6_chr3R:30992803-30993615	-	
CG31007	CG31007	dm6_chr3R:30991700-30992457	-	
CG31008	CG31008	dm6_chr3R:30989478-30990006	-	
lncRNA:CR46116	lncRNA:CR46116	dm6_chr3R:30984809-30985135	+	
5-HT7	5-HT7	dm6_chr3R:30969142-31016875	-	
5-HT7	5-HT7	dm6_chr3R:30968236-31016875	-	
Ctr1C	Ctr1C	dm6_chr3R:30963290-30964320	-	
CG15548	CG15548	dm6_chr3R:30959700-30962307	+	
CG15550	CG15550	dm6_chr3R:30936589-30937102	-	
CG15549	CG15549	dm6_chr3R:30935396-30936507	-	
lncRNA:CR44041	lncRNA:CR44041	dm6_chr3R:30921682-30922383	+	
Ptx1	Ptx1	dm6_chr3R:30912754-30930151	+	
Ptx1	Ptx1	dm6_chr3R:30912754-30930151	+	
Ptx1	Ptx1	dm6_chr3R:30912754-30930682	+	
lncRNA:CR46220	lncRNA:CR46220	dm6_chr3R:30904968-30905532	-	
CG33483	CG33483	dm6_chr3R:30900718-30901435	-	
CG33483	CG33483	dm6_chr3R:30900718-30902161	-	
Cyp4c3	Cyp4c3	dm6_chr3R:30894038-30900688	+	
Sap-r	Sap-r	dm6_chr3R:30883464-30888826	-	
Sap-r	Sap-r	dm6_chr3R:30883464-30889062	-	
CG15547	CG15547	dm6_chr3R:30881792-30883503	-	
CG12071	CG12071	dm6_chr3R:30877569-30881027	-	
CG12071	CG12071	dm6_chr3R:30877569-30881027	-	
CG12071	CG12071	dm6_chr3R:30877084-30881027	-	
CG12071	CG12071	dm6_chr3R:30877084-30881027	-	
CG15546	CG15546	dm6_chr3R:30874365-30876186	-	
CG15545	CG15545	dm6_chr3R:30870939-30872351	-	
Cpr100A	Cpr100A	dm6_chr3R:30867521-30869184	+	
tll	tll	dm6_chr3R:30852315-30854400	+	
CG15544	CG15544	dm6_chr3R:30827819-30842034	+	
CG15544	CG15544	dm6_chr3R:30827819-30842034	+	
cindr	cindr	dm6_chr3R:30823683-30826550	+	
cindr	cindr	dm6_chr3R:30822473-30826550	+	
cindr	cindr	dm6_chr3R:30822473-30826550	+	
cindr	cindr	dm6_chr3R:30822473-30827005	+	
cindr	cindr	dm6_chr3R:30817614-30826550	+	
cindr	cindr	dm6_chr3R:30817614-30826550	+	
cindr	cindr	dm6_chr3R:30817614-30826550	+	
cindr	cindr	dm6_chr3R:30808617-30826559	+	
cindr	cindr	dm6_chr3R:30808617-30826559	+	
cindr	cindr	dm6_chr3R:30808617-30827005	+	
dj-1beta	dj-1beta	dm6_chr3R:30807117-30807978	+	
mir-1013	mir-1013	dm6_chr3R:30791636-30791696	-	
wts	wts	dm6_chr3R:30789625-30806619	-	
asRNA:CR45189	asRNA:CR45189	dm6_chr3R:30781178-30783645	-	
zfh1	zfh1	dm6_chr3R:30783258-30787177	+	
zfh1	zfh1	dm6_chr3R:30765926-30789202	+	
zfh1	zfh1	dm6_chr3R:30765926-30789202	+	
lncRNA:CR43238	lncRNA:CR43238	dm6_chr3R:30746685-30747172	-	
Npc2h	Npc2h	dm6_chr3R:30745694-30746290	-	
Npc2h	Npc2h	dm6_chr3R:30745479-30746290	-	
Npc2h	Npc2h	dm6_chr3R:30745479-30746290	-	
Npc2g	Npc2g	dm6_chr3R:30744672-30745263	-	
Npc2g	Npc2g	dm6_chr3R:30744605-30745263	-	
CG15543	CG15543	dm6_chr3R:30742880-30743915	+	
CG15543	CG15543	dm6_chr3R:30742880-30744474	+	
CG11313	CG11313	dm6_chr3R:30729837-30731165	-	
CG11313	CG11313	dm6_chr3R:30729837-30731165	-	
eIF4H2	eIF4H2	dm6_chr3R:30726087-30727997	+	
eIF4H2	eIF4H2	dm6_chr3R:30726087-30728052	+	
lncRNA:CR46219	lncRNA:CR46219	dm6_chr3R:30715125-30716848	+	
CG31010	CG31010	dm6_chr3R:30704762-30706121	-	
CG31010	CG31010	dm6_chr3R:30704762-30706121	-	
lncRNA:CR46115	lncRNA:CR46115	dm6_chr3R:30697380-30698186	+	
lncRNA:CR46115	lncRNA:CR46115	dm6_chr3R:30697380-30699366	+	
lncRNA:CR46115	lncRNA:CR46115	dm6_chr3R:30697380-30704118	+	
Pka-C2	Pka-C2	dm6_chr3R:30695537-30697138	-	
Pka-C2	Pka-C2	dm6_chr3R:30695537-30697138	-	
CG12069	CG12069	dm6_chr3R:30694063-30695498	-	
CG12069	CG12069	dm6_chr3R:30693572-30695498	-	
Spn100A	Spn100A	dm6_chr3R:30690642-30692768	+	
lncRNA:CR45191	lncRNA:CR45191	dm6_chr3R:30664778-30666142	+	
CG34433	CG34433	dm6_chr3R:30649961-30650858	+	
CG34433	CG34433	dm6_chr3R:30649961-30650858	+	
CG34432	CG34432	dm6_chr3R:30649151-30649873	+	
PH4alphaPV	PH4alphaPV	dm6_chr3R:30646106-30648551	-	
CG31013	CG31013	dm6_chr3R:30643767-30645880	-	
lncRNA:CR46236	lncRNA:CR46236	dm6_chr3R:30630387-30631430	+	
CG2267	CG2267	dm6_chr3R:30627241-30629028	-	
CG2267	CG2267	dm6_chr3R:30627241-30629028	-	
lncRNA:CR44136	lncRNA:CR44136	dm6_chr3R:30624829-30625592	-	
CG44954	CG44954	dm6_chr3R:30618626-30621906	-	
lncRNA:CR45571	lncRNA:CR45571	dm6_chr3R:30613028-30613507	+	
lncRNA:CR45571	lncRNA:CR45571	dm6_chr3R:30612028-30615478	+	
CG31016	CG31016	dm6_chr3R:30606189-30608166	+	
CG31016	CG31016	dm6_chr3R:30606189-30610456	+	
PH4alphaNE3	PH4alphaNE3	dm6_chr3R:30604181-30606144	+	
CG31021	CG31021	dm6_chr3R:30602206-30604041	+	
CG31019	CG31019	dm6_chr3R:30597004-30599296	+	
CG31019	CG31019	dm6_chr3R:30597004-30599296	+	
CG2246	CG2246	dm6_chr3R:30593111-30601489	-	
CG2246	CG2246	dm6_chr3R:30593111-30601489	-	
CG2246	CG2246	dm6_chr3R:30593111-30601489	-	
CG2246	CG2246	dm6_chr3R:30592971-30595965	-	
CG2246	CG2246	dm6_chr3R:30592971-30595965	-	
CG2246	CG2246	dm6_chr3R:30592971-30600323	-	
CG2246	CG2246	dm6_chr3R:30592971-30600323	-	
CG2246	CG2246	dm6_chr3R:30592971-30600323	-	
CG2246	CG2246	dm6_chr3R:30592971-30600323	-	
CG2246	CG2246	dm6_chr3R:30592971-30600323	-	
CG2246	CG2246	dm6_chr3R:30592971-30600323	-	
CG2246	CG2246	dm6_chr3R:30592971-30601489	-	
CG2246	CG2246	dm6_chr3R:30592971-30601489	-	
CG2246	CG2246	dm6_chr3R:30592971-30601489	-	
CG2246	CG2246	dm6_chr3R:30592971-30601489	-	
CG2246	CG2246	dm6_chr3R:30592971-30601489	-	
CG9717	CG9717	dm6_chr3R:30584020-30587302	-	
Rpt6R	Rpt6R	dm6_chr3R:30582198-30583697	-	
CG9702	CG9702	dm6_chr3R:30579636-30582117	+	
CG9702	CG9702	dm6_chr3R:30579636-30582117	+	
CG9702	CG9702	dm6_chr3R:30579429-30582117	+	
CG34155	CG34155	dm6_chr3R:30554554-30560199	-	
tmod	tmod	dm6_chr3R:30571157-30578905	+	
tmod	tmod	dm6_chr3R:30563180-30578905	+	
tmod	tmod	dm6_chr3R:30546979-30578905	+	
tmod	tmod	dm6_chr3R:30546406-30578905	+	
tmod	tmod	dm6_chr3R:30546406-30578905	+	
tmod	tmod	dm6_chr3R:30546405-30578905	+	
