Accession	Description	Symbol	Coverage	Num.Peptides	Num_PSMs	UniqPeptides	Aas	MW	pI	DMSO.CHR_1	DMSO.CHR_2	DMSO.CHR_3	DMSO.HYPO_1	DMSO.HYPO_2	DMSO.HYPO_3	DMSO.NUC_1	DMSO.NUC_2	DMSO.NUC_3	GSK.15.CHR_1	GSK.15.CHR_2	GSK.15.CHR_3	GSK.15.CYTO_1	GSK.15.CYTO_2	GSK.15.CYTO_3	GSK.15.NUC_1	GSK.15.NUC_2	GSK.15.NUC_3	GSK.48H.CHR_1	GSK.48H.CHR_2	GSK.48H.CHR_3	GSK.48H.CYTO_1	GSK.48H.CYTO_2	GSK.48H.CYTO_3	GSK.48H.NUC_1	GSK.48H.NUC_2	GSK.48H.NUC_3	GSK.90.CHR_1	GSK.90.CHR_2	GSK.90.CHR_3	GSK.90.CYTO_1	GSK.90.CYTO_2	GSK.90.CYTO_3	GSK.90.NUC_1	GSK.90.NUC_2	GSK.90.NUC_3	GSK.180.CHR_1	GSK.180.CHR_2	GSK.180.CHR_3	GSK.180.CYTO_1	GSK.180.CYTO_2	GSK.180.CYTO_3	GSK.180.NUC_1	GSK.180.NUC_2	GSK.180.NUC_3	MS023.15.CHR_1	MS023.15.CHR_2	MS023.15.CYTO_1	MS023.15.CYTO_2	MS023.15.CYTO_3	MS023.15.NUC_1	MS023.15.NUC_2	MS023.15.NUC_3	MS023.48H.CHR_1	MS023.48H.CHR_2	MS023.48H.CHR_3	MS023.48H.CYTO_1	MS023.48H.CYTO_2	MS023.48H.CYTO_3	MS023.48H.NUC_1	MS023.48H.NUC_2	MS023.48H.NUC_3	MS023.90.CHR_1	MS023.90.CHR_2	MS023.90.CHR_3	MS023.90.CYTO_1	MS023.90.CYTO_2	MS023.90.CYTO_3	MS023.90.NUC_1	MS023.90.NUC_2	MS023.90.NUC_3	MS023.180.CHR_1	MS023.180.CHR_2	MS023.180.CHR_3	MS023.180.CYTO_1	MS023.180.CYTO_2	MS023.180.CYTO_3	MS023.180.NUC_1	MS023.180.NUC_2	MS023.180.NUC_3
O14686	Histone-lysine N-methyltransferase 2D OS=Homo sapiens OX=9606 GN=KMT2D PE=1 SV=2	KMT2D	0	1	3	1	5537	593	5.58																																																																																
Q9Y6J0	Calcineurin-binding protein cabin-1 OS=Homo sapiens OX=9606 GN=CABIN1 PE=1 SV=1	CABIN1	1	1	2	1	2220	246.2	6.02				283567.4063						417911.75	233840.5156			14793548.5	20947284				553485.4375	548083.625		328170.9063	18714460.5	7609460.75	2202115.063	421056.875		362856.3125	1002579.875		461011.6563	22999475.5	30667822.5	515400.9688							10416386.75	13982361				621708.4375			22717914.5	30704950	909046.2969	459469.25		284991.125				7812579.75	5227939.25		234436.625						16549312.75	15857831.75	399004.625			963980.1875	916473.4375			6494466.75	14948325			456863.125
P61218	"DNA-directed RNA polymerases I, II, and III subunit RPABC2 OS=Homo sapiens OX=9606 GN=POLR2F PE=1 SV=1"	POLR2F	9	1	1	1	127	14.5	4.22				321555.5		237236.875								144251.625		193922.2969			323478.875			436426.8438			394353.0313	491893.25					228445.5781					238732.125		1563742.625					1110657.375		532066.75			171235.0156			260015.6563	582794.375	160611.1563							355895.9375	576737.75		1570253	1215061.875		55578.63672			1452073.25									382202.5625		648584.3125
Q6P1Q9	tRNA N(3)-methylcytidine methyltransferase METTL2B OS=Homo sapiens OX=9606 GN=METTL2B PE=1 SV=3	METTL2B	3	1	3	1	378	43.4	5.86				221152.8125	87840.50781	82699.07813							219410.0156	183971.5938								248900.375	262020.6406	306664.75							446457.1563	372877.0938	486003.0625		490465					84045.99219	267986.9063	365697.7188						73754.375	453837.875	448923.625							181831.3125	314629.375	152817.0156			91051.09375				25530.77539		355159.125		304459.5	329730.5625				258902.5156	150051.5781	542433.625			
Q9NQ11	Polyamine-transporting ATPase 13A2 OS=Homo sapiens OX=9606 GN=ATP13A2 PE=1 SV=2	ATP13A2	1	1	1	1	1180	128.7	8.12											150283.9063	514899.9375		184771.1875	309538.8125																		1925800.875	410629.1875	747942.1875				338293.8125	94114.29688	169918.625			563948.9375					894345.625	1517169.375	370264.0938				489307.3438			264928.6563								59505.66016		1510997.875		615208.125										
P61024	Cyclin-dependent kinases regulatory subunit 1 OS=Homo sapiens OX=9606 GN=CKS1B PE=1 SV=1	CKS1B	33	1	1	1	79	9.7	8.94				579866.9375	293864.0938	281551.875							387055.1875	620791.5		250700.5156							207659.2031			102225.9844						299212.9063								55005.33984	406144	194031.8281	85023.75781					315013.8125	509079.7188	336730.0625										167579.5625	92461.08594						390165.5	340014.4063	252819.7656		125252.3125					243154.5156			89905.42969	
Q96Q15	Serine/threonine-protein kinase SMG1 OS=Homo sapiens OX=9606 GN=SMG1 PE=1 SV=3	SMG1	0	1	1	1	3661	410.2	6.46	441195.2813	439446.7813	2493570.25	986767.125	1157273	1512017.875						2114536.25		10413998	12831122				144505.375	155544.5469	1553025.625		20285994	10799211						1132331.625		17201160	16628230						1272300.5	298316.8125	16432371	11318219							14691145	13731021					3163028.25	2157779.75		7829934	5631528						2279134.5	112284.2188	17774570	17928314						2374714.5		10212530	17744644			
A5PLN7	Protein FAM149A OS=Homo sapiens OX=9606 GN=FAM149A PE=2 SV=2	FAM149A	3	1	1	1	773	82.6	9.47	437403.4688	181125.2656	127846.9609		140810.25		149744.6406	136013.625		1234326.125	1894692.375	264952.2188		325779.5938		542014	1133077.5	321253.2188	1450190.75	3067809.75	99999.125		435082.9063	433648.2813	1798877.875	1625473.375		4996946.5	4979594		2058248.25	1117773	1788525	3166976.75	5045778.5	2383666.5	2597368	4649838	120108.2969		362110.5938	414360.5938	824095.125	321622.9375	392519.8438	2572889.75	2227637.25		1906844.375	1570260.375	881321.3125	2375741.5	1096815.125	1151437.125	1077550.625	124404.6406	258451.4063	418968.1875		1011325.938	719322.75		5627350.5	3879842	122579.6641		747215.5625	551612.4375	2013352.5	671947.6875	984865.5625	2981986.75	3543500.75	135965.5469		151335.8125	680265.75	884226.625		1830131.875
Q9H4E7	Differentially expressed in FDCP 6 homolog OS=Homo sapiens OX=9606 GN=DEF6 PE=1 SV=1	DEF6	2	1	1	1	631	73.9	6.05									35587.04688								482522.6563								504324.6875	485461.25									838302.125		4371144.5						984791.8125	380432.7188								673068.8125								416117.4688	484836.4688								720601.9375	368328.7813		5275028.5						265541.1875		591741.9375
Q9H9C1	Spermatogenesis-defective protein 39 homolog OS=Homo sapiens OX=9606 GN=VIPAS39 PE=1 SV=1	VIPAS39	4	1	3	1	493	57	7.4				351420.7813			169970.8281	245517.6719		520839.0938			258201.5781	297459.125	487148.25	394240.8438	244364.5781	600480				261151.1875	1082250	487737.7813							611133.375	1336772.25				2400975.438					150108.4219				610930.5938	598630.3125		85445.3125		1101035.063		501454	662161.875			256532.375	284372.9375	701350.1875	251845.1563	1122290.5	1392530.375				368581.0313		1490231.25	347428.5625		572954.875	931287.5313		2386873							
Q8WU66	Thrombospondin-type laminin G domain and EAR repeat-containing protein OS=Homo sapiens OX=9606 GN=TSPEAR PE=2 SV=2	TSPEAR	1	1	4	1	669	74.9	6.44	3986579.5	3739116.75	3419726.25							3298392	8681861	3381381							2033618.125	5121298.5	2225129							649534.9375		1961344.625							1424534.125	2045205.375	1378924.625							1169386.375	4144561							7476556	4646251.5	1299224.5								2259236.25	3416684.25							1992478.75	4784870.5	1657468.375						
P78364	Polyhomeotic-like protein 1 OS=Homo sapiens OX=9606 GN=PHC1 PE=1 SV=3	PHC1	2	1	1	1	1004	105.5	9.03																																																																																
P56715	Oxygen-regulated protein 1 OS=Homo sapiens OX=9606 GN=RP1 PE=2 SV=1	RP1	0	1	1	1	2156	240.5	5.8			74923									60762						142185									236767.7188			87766.08594					418875.2813	257079.6094			97171.03125						315650.4063						99019.67188			72420.54688	72273.9375					56345.38281		221266.4531			65483.29297					91671.76563	274056.375			119619.2578						
Q13641	Trophoblast glycoprotein OS=Homo sapiens OX=9606 GN=TPBG PE=1 SV=1	TPBG	5	1	1	1	420	46	6.83																																																																																
A7E2Y1	Myosin-7B OS=Homo sapiens OX=9606 GN=MYH7B PE=1 SV=4	MYH7B	0	1	4	0	1983	225.7	6.09	97961.42969	64262.4375		209867.9375	93696.46094	128846.8984				333059.4063	334419.4063		226173.5469	413363.0625	795246.875		114677.3516		346233.6563	326903.4688			506267.25	541993.9375					580313.375		416151.1563	891273.25	970239.1875	142338.6875	318443.9688	110973.2109	724034.4375	853990.5625		127665.9141	652763.3125	657991.0625				245192.4219	190788.5781	91450.35938	854454.5	903625.5		181724.875		288616				467562.6875	241439.6563					802308.8125		42989.28125	1119112.5	970131.0625	115068.2109			553394.9375	263987.2188		291423.3438	281232.9688	782005.1875			
P13535	Myosin-8 OS=Homo sapiens OX=9606 GN=MYH8 PE=2 SV=3	MYH8	0	1	4	0	1937	222.6	5.74	97961.42969	64262.4375		209867.9375	93696.46094	128846.8984				333059.4063	334419.4063		226173.5469	413363.0625	795246.875		114677.3516		346233.6563	326903.4688			506267.25	541993.9375					580313.375		416151.1563	891273.25	970239.1875	142338.6875	318443.9688	110973.2109	724034.4375	853990.5625		127665.9141	652763.3125	657991.0625				245192.4219	190788.5781	91450.35938	854454.5	903625.5		181724.875		288616				467562.6875	241439.6563					802308.8125		42989.28125	1119112.5	970131.0625	115068.2109			553394.9375	263987.2188		291423.3438	281232.9688	782005.1875			
Q9Y2K3	Myosin-15 OS=Homo sapiens OX=9606 GN=MYH15 PE=1 SV=5	MYH15	0	1	4	0	1946	224.5	5.85	97961.42969	64262.4375		209867.9375	93696.46094	128846.8984				333059.4063	334419.4063		226173.5469	413363.0625	795246.875		114677.3516		346233.6563	326903.4688			506267.25	541993.9375					580313.375		416151.1563	891273.25	970239.1875	142338.6875	318443.9688	110973.2109	724034.4375	853990.5625		127665.9141	652763.3125	657991.0625				245192.4219	190788.5781	91450.35938	854454.5	903625.5		181724.875		288616				467562.6875	241439.6563					802308.8125		42989.28125	1119112.5	970131.0625	115068.2109			553394.9375	263987.2188		291423.3438	281232.9688	782005.1875			
Q6PIF6	Unconventional myosin-VIIb OS=Homo sapiens OX=9606 GN=MYO7B PE=1 SV=2	MYO7B	0	1	4	0	2116	241.4	8.57	97961.42969	64262.4375		209867.9375	93696.46094	128846.8984				333059.4063	334419.4063		226173.5469	413363.0625	795246.875		114677.3516		346233.6563	326903.4688			506267.25	541993.9375					580313.375		416151.1563	891273.25	970239.1875	142338.6875	318443.9688	110973.2109	724034.4375	853990.5625		127665.9141	652763.3125	657991.0625				245192.4219	190788.5781	91450.35938	854454.5	903625.5		181724.875		288616				467562.6875	241439.6563					802308.8125		42989.28125	1119112.5	970131.0625	115068.2109			553394.9375	263987.2188		291423.3438	281232.9688	782005.1875			
Q9UKX3	Myosin-13 OS=Homo sapiens OX=9606 GN=MYH13 PE=2 SV=2	MYH13	0	1	4	0	1938	223.5	5.68	97961.42969	64262.4375		209867.9375	93696.46094	128846.8984				333059.4063	334419.4063		226173.5469	413363.0625	795246.875		114677.3516		346233.6563	326903.4688			506267.25	541993.9375					580313.375		416151.1563	891273.25	970239.1875	142338.6875	318443.9688	110973.2109	724034.4375	853990.5625		127665.9141	652763.3125	657991.0625				245192.4219	190788.5781	91450.35938	854454.5	903625.5		181724.875		288616				467562.6875	241439.6563					802308.8125		42989.28125	1119112.5	970131.0625	115068.2109			553394.9375	263987.2188		291423.3438	281232.9688	782005.1875			
P11055	Myosin-3 OS=Homo sapiens OX=9606 GN=MYH3 PE=2 SV=3	MYH3	0	1	4	0	1940	223.8	5.81	97961.42969	64262.4375		209867.9375	93696.46094	128846.8984				333059.4063	334419.4063		226173.5469	413363.0625	795246.875		114677.3516		346233.6563	326903.4688			506267.25	541993.9375					580313.375		416151.1563	891273.25	970239.1875	142338.6875	318443.9688	110973.2109	724034.4375	853990.5625		127665.9141	652763.3125	657991.0625				245192.4219	190788.5781	91450.35938	854454.5	903625.5		181724.875		288616				467562.6875	241439.6563					802308.8125		42989.28125	1119112.5	970131.0625	115068.2109			553394.9375	263987.2188		291423.3438	281232.9688	782005.1875			
Q9ULV0	Unconventional myosin-Vb OS=Homo sapiens OX=9606 GN=MYO5B PE=1 SV=3	MYO5B	0	1	4	0	1848	213.5	7.2	97961.42969	64262.4375		209867.9375	93696.46094	128846.8984				333059.4063	334419.4063		226173.5469	413363.0625	795246.875		114677.3516		346233.6563	326903.4688			506267.25	541993.9375					580313.375		416151.1563	891273.25	970239.1875	142338.6875	318443.9688	110973.2109	724034.4375	853990.5625		127665.9141	652763.3125	657991.0625				245192.4219	190788.5781	91450.35938	854454.5	903625.5		181724.875		288616				467562.6875	241439.6563					802308.8125		42989.28125	1119112.5	970131.0625	115068.2109			553394.9375	263987.2188		291423.3438	281232.9688	782005.1875			
P12882	Myosin-1 OS=Homo sapiens OX=9606 GN=MYH1 PE=1 SV=3	MYH1	0	1	4	0	1939	223	5.74	97961.42969	64262.4375		209867.9375	93696.46094	128846.8984				333059.4063	334419.4063		226173.5469	413363.0625	795246.875		114677.3516		346233.6563	326903.4688			506267.25	541993.9375					580313.375		416151.1563	891273.25	970239.1875	142338.6875	318443.9688	110973.2109	724034.4375	853990.5625		127665.9141	652763.3125	657991.0625				245192.4219	190788.5781	91450.35938	854454.5	903625.5		181724.875		288616				467562.6875	241439.6563					802308.8125		42989.28125	1119112.5	970131.0625	115068.2109			553394.9375	263987.2188		291423.3438	281232.9688	782005.1875			
Q9NQX4	Unconventional myosin-Vc OS=Homo sapiens OX=9606 GN=MYO5C PE=1 SV=2	MYO5C	1	1	4	0	1742	202.7	7.71	97961.42969	64262.4375		209867.9375	93696.46094	128846.8984				333059.4063	334419.4063		226173.5469	413363.0625	795246.875		114677.3516		346233.6563	326903.4688			506267.25	541993.9375					580313.375		416151.1563	891273.25	970239.1875	142338.6875	318443.9688	110973.2109	724034.4375	853990.5625		127665.9141	652763.3125	657991.0625				245192.4219	190788.5781	91450.35938	854454.5	903625.5		181724.875		288616				467562.6875	241439.6563					802308.8125		42989.28125	1119112.5	970131.0625	115068.2109			553394.9375	263987.2188		291423.3438	281232.9688	782005.1875			
Q13402	Unconventional myosin-VIIa OS=Homo sapiens OX=9606 GN=MYO7A PE=1 SV=2	MYO7A	0	1	4	0	2215	254.2	8.57	97961.42969	64262.4375		209867.9375	93696.46094	128846.8984				333059.4063	334419.4063		226173.5469	413363.0625	795246.875		114677.3516		346233.6563	326903.4688			506267.25	541993.9375					580313.375		416151.1563	891273.25	970239.1875	142338.6875	318443.9688	110973.2109	724034.4375	853990.5625		127665.9141	652763.3125	657991.0625				245192.4219	190788.5781	91450.35938	854454.5	903625.5		181724.875		288616				467562.6875	241439.6563					802308.8125		42989.28125	1119112.5	970131.0625	115068.2109			553394.9375	263987.2188		291423.3438	281232.9688	782005.1875			
P12883	Myosin-7 OS=Homo sapiens OX=9606 GN=MYH7 PE=1 SV=5	MYH7	0	1	4	0	1935	223	5.8	97961.42969	64262.4375		209867.9375	93696.46094	128846.8984				333059.4063	334419.4063		226173.5469	413363.0625	795246.875		114677.3516		346233.6563	326903.4688			506267.25	541993.9375					580313.375		416151.1563	891273.25	970239.1875	142338.6875	318443.9688	110973.2109	724034.4375	853990.5625		127665.9141	652763.3125	657991.0625				245192.4219	190788.5781	91450.35938	854454.5	903625.5		181724.875		288616				467562.6875	241439.6563					802308.8125		42989.28125	1119112.5	970131.0625	115068.2109			553394.9375	263987.2188		291423.3438	281232.9688	782005.1875			
Q9UKX2	Myosin-2 OS=Homo sapiens OX=9606 GN=MYH2 PE=1 SV=1	MYH2	0	1	4	0	1941	222.9	5.82	97961.42969	64262.4375		209867.9375	93696.46094	128846.8984				333059.4063	334419.4063		226173.5469	413363.0625	795246.875		114677.3516		346233.6563	326903.4688			506267.25	541993.9375					580313.375		416151.1563	891273.25	970239.1875	142338.6875	318443.9688	110973.2109	724034.4375	853990.5625		127665.9141	652763.3125	657991.0625				245192.4219	190788.5781	91450.35938	854454.5	903625.5		181724.875		288616				467562.6875	241439.6563					802308.8125		42989.28125	1119112.5	970131.0625	115068.2109			553394.9375	263987.2188		291423.3438	281232.9688	782005.1875			
O94832	Unconventional myosin-Id OS=Homo sapiens OX=9606 GN=MYO1D PE=1 SV=2	MYO1D	1	1	4	0	1006	116.1	9.39	97961.42969	64262.4375		209867.9375	93696.46094	128846.8984				333059.4063	334419.4063		226173.5469	413363.0625	795246.875		114677.3516		346233.6563	326903.4688			506267.25	541993.9375					580313.375		416151.1563	891273.25	970239.1875	142338.6875	318443.9688	110973.2109	724034.4375	853990.5625		127665.9141	652763.3125	657991.0625				245192.4219	190788.5781	91450.35938	854454.5	903625.5		181724.875		288616				467562.6875	241439.6563					802308.8125		42989.28125	1119112.5	970131.0625	115068.2109			553394.9375	263987.2188		291423.3438	281232.9688	782005.1875			
Q9UKN7	Unconventional myosin-XV OS=Homo sapiens OX=9606 GN=MYO15A PE=1 SV=2	MYO15A	0	1	4	0	3530	395	9.17	97961.42969	64262.4375		209867.9375	93696.46094	128846.8984				333059.4063	334419.4063		226173.5469	413363.0625	795246.875		114677.3516		346233.6563	326903.4688			506267.25	541993.9375					580313.375		416151.1563	891273.25	970239.1875	142338.6875	318443.9688	110973.2109	724034.4375	853990.5625		127665.9141	652763.3125	657991.0625				245192.4219	190788.5781	91450.35938	854454.5	903625.5		181724.875		288616				467562.6875	241439.6563					802308.8125		42989.28125	1119112.5	970131.0625	115068.2109			553394.9375	263987.2188		291423.3438	281232.9688	782005.1875			
Q9Y623	Myosin-4 OS=Homo sapiens OX=9606 GN=MYH4 PE=2 SV=2	MYH4	0	1	4	0	1939	222.9	5.85	97961.42969	64262.4375		209867.9375	93696.46094	128846.8984				333059.4063	334419.4063		226173.5469	413363.0625	795246.875		114677.3516		346233.6563	326903.4688			506267.25	541993.9375					580313.375		416151.1563	891273.25	970239.1875	142338.6875	318443.9688	110973.2109	724034.4375	853990.5625		127665.9141	652763.3125	657991.0625				245192.4219	190788.5781	91450.35938	854454.5	903625.5		181724.875		288616				467562.6875	241439.6563					802308.8125		42989.28125	1119112.5	970131.0625	115068.2109			553394.9375	263987.2188		291423.3438	281232.9688	782005.1875			
Q8N1T3	Unconventional myosin-Ih OS=Homo sapiens OX=9606 GN=MYO1H PE=1 SV=2	MYO1H	1	1	4	0	1032	119	9.09	97961.42969	64262.4375		209867.9375	93696.46094	128846.8984				333059.4063	334419.4063		226173.5469	413363.0625	795246.875		114677.3516		346233.6563	326903.4688			506267.25	541993.9375					580313.375		416151.1563	891273.25	970239.1875	142338.6875	318443.9688	110973.2109	724034.4375	853990.5625		127665.9141	652763.3125	657991.0625				245192.4219	190788.5781	91450.35938	854454.5	903625.5		181724.875		288616				467562.6875	241439.6563					802308.8125		42989.28125	1119112.5	970131.0625	115068.2109			553394.9375	263987.2188		291423.3438	281232.9688	782005.1875			
P13533	Myosin-6 OS=Homo sapiens OX=9606 GN=MYH6 PE=2 SV=5	MYH6	0	1	4	0	1939	223.6	5.73	97961.42969	64262.4375		209867.9375	93696.46094	128846.8984				333059.4063	334419.4063		226173.5469	413363.0625	795246.875		114677.3516		346233.6563	326903.4688			506267.25	541993.9375					580313.375		416151.1563	891273.25	970239.1875	142338.6875	318443.9688	110973.2109	724034.4375	853990.5625		127665.9141	652763.3125	657991.0625				245192.4219	190788.5781	91450.35938	854454.5	903625.5		181724.875		288616				467562.6875	241439.6563					802308.8125		42989.28125	1119112.5	970131.0625	115068.2109			553394.9375	263987.2188		291423.3438	281232.9688	782005.1875			
Q9BVJ7	Dual specificity protein phosphatase 23 OS=Homo sapiens OX=9606 GN=DUSP23 PE=1 SV=1	DUSP23	5	1	6	1	150	16.6	8.21				1303538.125	517220.3438	813310.5		89422.40625					1200272	1089458	3004421.75						50206.34375	1692239.375	1632730.25	2204189	160262.9375	154770.0625	57511.69922			57541.54688	2225402.5	1846202	2304205	283033.5938						804546.625	1363247	2149003.75	281817.1563		97840.85156			476312.4063	2089747.625	2727738			138586.7188				1765390.625	2275607.25	1590713.625	89842.60938	108451.4766	54603.42578				259961.7656	2321354.5	2482704.25	306850.9063		201912.2031				1522499	1025918.75	2001191.375	162438.1719		195649.3281
Q09472	Histone acetyltransferase p300 OS=Homo sapiens OX=9606 GN=EP300 PE=1 SV=2	EP300	1	1	1	1	2414	264	8.5																																																																																
Q5TH69	Brefeldin A-inhibited guanine nucleotide-exchange protein 3 OS=Homo sapiens OX=9606 GN=ARFGEF3 PE=1 SV=3	ARFGEF3	1	1	2	1	2177	240.5	5.82																																																																																
Q13467	Frizzled-5 OS=Homo sapiens OX=9606 GN=FZD5 PE=1 SV=2	FZD5	3	1	2	1	585	64.5	8.29														711686.1875	1033966.813		115427.6563		242939	127338.7656			5161845.5	1317646.5	410284.625	449547.3438											490063.8438	447562.9375			5465991	4009523.75	931265.1875	608631.9375					1240017.25	351278.25	152101.4844							1115541.125	119002.3828					448856.375			4545153	4476459		308055.9375		251018.1406	266416.5625		173656	2037112	7014292	727057.3125		776858.1875
Q92466	DNA damage-binding protein 2 OS=Homo sapiens OX=9606 GN=DDB2 PE=1 SV=1	DDB2	2	1	6	1	427	47.8	9.47				267199.6563	131315.4531	193302.2188	936794	753689	210195.8125				427491.4063	222325.7656	388000.5625	849929.6875		1301050.625				556162.8125	438380.0938	475710.8438	1733120	1387580.625	985083.75				407870.0625	406061.7188	555912.8125	1015705.938		783796.6875				106133.4219		574188.125	2452383.75	1033085.188	2072425.875			90794.52344	338755.0313	603584.5625	1620224.75						337143.375	301602.5	155726.25	682666.4375	702270.0625	652502.25				33313.54688			1685242.5	1212628.25	2517722.25				458086.0625	175804.4375	496534.625	1182838	1652637.5	1173942.125
Q9UPC5	Probable G-protein coupled receptor 34 OS=Homo sapiens OX=9606 GN=GPR34 PE=2 SV=2	GPR34	2	1	1	1	381	43.8	9.86				835149.125	405252.4063	372262.375							965302.125	1319098.5	2749977.25							990519.25	2479854.75	1501219.625							2160652	2917068.75	3179188.5							1084472	2502416.25	2460914.25						288140.0938	3698907.5	3826546.5							788220.0625	1357585.5								254824.8125	3594163	2627458.25							1473718.125	1540908.875	3271565.5			
Q8N490	Probable hydrolase PNKD OS=Homo sapiens OX=9606 GN=PNKD PE=1 SV=2	PNKD	3	1	1	1	385	42.8	9.09	234017.8281	110226.3984	92839.28125	440291.25	108205.125	165827.9688	955428.875	767153.625	171048.5	417556.5625	486438.875	148843.875	336701.6875	232159.5313		1383648.75	1746619.5	2983902.5	274411	380847.7813		550966.0625	863065.3125	576042.4375	1444894.875	2009805.875	817460.375	650645.25	537201.875		603128.125	567391.875		1948539.875	3846619.25	3219485.25	472577	567792.5625	112507.1484	53447.34375	578979	618954.4375	1284160.5	1376888.5	2088365.5	451985	485539.3438	72938.67188	823971		1929528.875	2526553.25	2917380	282600.75	462548.6875	168938.7969	404273.5625	802718.3125	418589.4688	1469742.375	2125878.75	1498915.125	633123.625	751904.5		28036.61523			1863635.25	1516806.625	3135395.75	583227.875	545357.0625		293529.7813	126156.4297	915398.6875	1275734.125	1981048	2259038.5
P61764	Syntaxin-binding protein 1 OS=Homo sapiens OX=9606 GN=STXBP1 PE=1 SV=1	STXBP1	2	1	2	1	594	67.5	6.96		136896.4063	262091.2656					281555	111564.4375	3269265.5	775961.4375	156541.2344		271438.125	490794.5625		331531.3438			418212.0313	94411		362189.9375	386836.7813			328721.6719	2181645	5364889	330171.5391	250184.9688	799615	622196.6875		663333.9375	302513.5625	2729650.75	5300326	149493.7656	110022.9688	602642.8125	429642.2813	789806.8125	701412.4375	241297.2188	3782632.5	2041031.875		712382.3125	672083	334087.7813			210840.7969		311240.875		401080.25				125962.6484	10022220	10893439	499252.3281		691811.75		814002	372729.25		2839583.25	980292.4375	198579.875	236179.8906	235027.5625	761346.125	406463.0625		551812.4375
Q9BYC9	"39S ribosomal protein L20, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL20 PE=1 SV=1"	MRPL20	5	1	6	1	149	17.4	10.86							865109.125	1038027.813	296732.7813	225936.1719						1300221.25	884744.1875	2169311.75	110998.7578				165746.6875		1596630.25	1187432.25	1126506	956813.1875	201465.3281		570500.9375	187854.5		1381599	2309387.25	2044780.625	1022798.75				179979.7969		2394699.75	986540.8125	3019509	414379.25						1132352.25	1673142.625							1548039.625	1532832.375	1600660.5	1662607.875	485110.25					2453189.5	1110695.5	3355891.75	821004.125				133715.8125	186048.5156		2387867	1580595.625
Q96D21	GTP-binding protein Rhes OS=Homo sapiens OX=9606 GN=RASD2 PE=1 SV=1	RASD2	7	1	1	1	266	30.3	8.9																																																																																
Q7L5N1	COP9 signalosome complex subunit 6 OS=Homo sapiens OX=9606 GN=COPS6 PE=1 SV=1	COPS6	2	1	1	1	327	36.1	5.73	91614.84375											266281.6875		394308	1033318.75					134500.4844	84874.39844									40851.95313	1188819.875	848431.125							56393.58984									176460.1875	1020982.875	1217821.875		131908.8906		350203.0313			82559.79688				116105.2266	64192.53516					1450056.5							93162.1875					75030.74219	
Q96RT1	Erbin OS=Homo sapiens OX=9606 GN=ERBIN PE=1 SV=2	ERBIN	1	1	2	1	1412	158.2	5.5																																																																																
Q6IN84	"rRNA methyltransferase 1, mitochondrial OS=Homo sapiens OX=9606 GN=MRM1 PE=1 SV=1"	MRM1	7	1	2	1	353	38.6	7.94	227591.5625	165940.8281		471294.625	139979.7656	210747.7656	509295.1875	519512	202219.1875				496006	245018.4531			484801.5	433506.1875			276597.9766	414110.625	245853.1094			311545.7188	503358.75			227824.0625						240885.7344			176243.7813	120654.1484	343567.5938	212062.4844		307428.3438				180278.5469			1512108.75		979100.2813			283379.4375			377162.2188			593202.9453			161350.4375	53439.5625	346512.5313						1927042	248509.6563	358580	184902.6875			717054.8125	
Q9P2D7	Dynein axonemal heavy chain 1 OS=Homo sapiens OX=9606 GN=DNAH1 PE=2 SV=5	DNAH1	0	1	3	1	4265	487.2	5.83			2886214.75			173653.25				1489448.75	1082472.125		190755.125	491951.0313	1172939.625	1017189.063		3185938	5171236	4925863.5		602544.5625	224877.4844		3816654		71063.23438	1747563.75	921469.5625	123066.5	1094454.625	219611.6563	942480.4375	1498738.75	1291689.125	943686.25	5347765.5	9409046					3283829.5	1171547.625	3810170.5	2227493.25	1227337.125	104323.3438	1148303.625	992970.125	1465531.75	1151887.75	938772.875	5449925			362195.1563			3295348.5			4981004	6810938.5		60369.95313	1101859.875	879617.75	1298228.375	4721308.5	8720788	3171170.75	4609720.5		324655.1875			3007480.25	2704044.25	3752421.25
Q8IXI2	Mitochondrial Rho GTPase 1 OS=Homo sapiens OX=9606 GN=RHOT1 PE=1 SV=2	RHOT1	1	1	1	1	618	70.7	6.27	388999.7188	198067	229994.7344	199725.8281	83485.22656	173745.5781	314423.0625	287509.0938	73403.90625	338387.8125	303346.7188	293715.5313	339858.2813	163455.2969	440468.6563	333895	241609.0625	458656.125	417704.4688	779036.75	169969.9531	470518.8438		423797.7813	551615.6875	433151.0625	475606.375	427493.0625		204742.3906	296534.375	406926.5938			519017.4063	497949.1563	361802.1875	589004.8125	247180.9063	212459.375	450850.9688	508289.625	427698.375	325509.875	509586.4375	252071.7031		77481.07031	487947.9688		265281.6875		407933.5313	228782.9844	568968	212278	310565.7188	404784.7813	250369.0469		373625.6875	373583.125	819732.5	612705.9375	205147.8281	40731.50781	545891.25	432127.3125		240811.4063	932614	449844.0625	630298.25	221145.25	488732.8438	243460.75		424003.3125	456097.125	411922.9688
